Offset,MIDI
1248.8,45
1250.4,45
1251.2,45
1251.2,47
1251.2,46
1252.0,47
1252.8,45
1254.4,46
1254.4,49
1256.0,46
1256.0,47
1256.8,46
1257.6,47
1257.6,46
1258.4,45
1259.2,46
1259.2,48
1260.0,49
1260.8,46
1260.8,47
1260.8,48
1261.6,45
1262.4,45
1263.2,47
1264.0,49
1264.0,47
1265.6,46
1265.6,47
1266.4,45
1267.2,49
1267.2,47
1268.0,46
1268.0,47
1268.8,47
1269.6,48
1270.4,46
1270.4,48
1271.2,45
1272.0,47
1272.0,49
1272.8,46
1273.6,47
1273.6,49
1274.4,47
1275.2,46
1276.0,49
1276.8,47
1276.8,49
1277.6,46
1278.4,47
1280.0,46
1280.8,46
1281.6,46
1282.4,46
1283.2,46
1284.0,46
1284.8,46
1286.4,47
1286.4,46
1288.0,46
1288.0,47
1288.8,47
1289.6,47
1289.6,46
1290.4,46
1291.2,47
1292.0,46
1292.8,46
1292.8,48
1292.8,47
1293.6,46
1295.2,48
1296.0,46
1296.0,48
1296.0,47
1297.6,48
1297.6,47
1298.4,46
1299.2,47
1299.2,46
1300.0,48
1300.8,46
1301.6,49
1302.4,47
1302.4,49
1303.2,46
1304.0,46
1304.8,47
1305.6,47
1305.6,48
1305.6,46
1306.4,48
1307.2,46
1308.0,50
1308.8,50
1309.6,47
1310.4,48
1312.0,48
1312.0,47
1312.0,46
1312.8,46
1314.4,46
1315.2,47
1315.2,48
1315.2,46
1316.8,46
1318.4,47
1318.4,46
1320.0,47
1320.0,48
1320.8,47
1321.6,47
1321.6,46
1322.4,46
1323.2,49
1323.2,47
1324.0,47
1324.8,47
1324.8,49
1324.8,48
1325.6,46
1326.4,46
1327.2,48
1328.0,48
1328.0,46
1328.0,47
1329.6,47
1329.6,48
1330.4,46
1331.2,47
1331.2,48
1332.0,46
1332.0,48
1332.8,48
1333.6,49
1334.4,49
1334.4,46
1335.2,46
1336.0,47
1336.0,50
1336.8,47
1337.6,50
1338.4,48
1339.2,47
1340.0,50
1340.8,48
1340.8,50
1341.6,47
1342.4,48
1344.0,46
1344.0,47
1344.0,48
1344.8,46
1345.6,46
1346.4,46
1347.2,46
1348.0,46
1348.8,46
1350.4,47
1350.4,48
1350.4,46
1352.0,47
1352.8,47
1353.6,47
1353.6,46
1354.4,46
1355.2,47
1356.0,48
1356.8,48
1356.8,47
1357.6,46
1359.2,48
1360.0,48
1360.0,47
1361.6,47
1361.6,48
1362.4,46
1363.2,46
1363.2,47
1364.0,48
1364.8,46
1365.6,49
1366.4,49
1366.4,47
1367.2,46
1368.0,47
1368.0,48
1368.8,47
1369.6,49
1369.6,47
1369.6,48
1370.4,48
1371.2,46
1372.0,46
1372.0,50
1372.8,46
1372.8,50
1373.6,47
